user_id,TypingSpeed,DwellTime,FlightTime,ErrorRate,TotalTime,NumKeys,SentenceComplexity,Emotion
56,7.451,104.308,171.33,0.0206,11.734,89,0.435,Angry
98,4.807,102.188,146.984,0.0321,25.645,109,0.485,Calm
93,5.801,76.64,121.842,0.0086,13.025,66,0.421,Happy
82,4.902,115.806,98.111,0.0145,7.017,31,0.312,Calm
2,6.24,85.711,177.405,0.0553,19.022,121,0.377,Angry
13,5.033,95.782,176.623,0.0173,29.181,131,0.519,Calm
7,7.376,105.448,118.807,0.0812,15.713,120,0.213,Angry
70,5.314,79.422,158.353,0.0361,23.706,112,0.506,Neutral
66,8.389,116.636,102.099,0.0296,11.623,106,0.091,Angry
52,4.698,113.002,146.755,0.0417,10.991,44,0.502,Sad
61,5.207,87.128,114.431,0.0046,6.385,29,0.39,Happy
41,6.043,108.849,129.135,0.0605,9.928,57,0.418,Angry
5,6.274,83.145,162.902,0.0466,9.952,55,0.323,Angry
103,4.751,143.318,197.514,0.0419,27.577,114,0.514,Sad
40,7.27,82.002,141.326,0.057,8.825,54,0.295,Angry
2,4.674,84.057,169.601,0.0264,28.943,118,0.516,Calm
57,3.441,111.062,121.151,0.0305,16.068,61,0.518,Neutral
80,7.812,75.617,135.55,0.0534,17.125,116,0.194,Angry
49,5.037,116.153,161.814,0.0111,16.339,81,0.444,Happy
95,5.649,120.425,144.911,0.0195,4.999,26,0.38,Calm
17,5.354,102.708,118.006,0.0541,7.122,41,0.423,Angry
107,3.978,73.717,201.601,0.0482,24.649,102,0.602,Sad
43,4.163,82.914,140.764,0.0345,27.141,95,0.565,Calm
83,6.653,77.447,113.913,0.0266,19.997,122,0.306,Happy
69,3.228,125.23,173.462,0.0592,21.283,57,0.634,Sad
103,4.622,99.803,128.218,0.0201,20.741,91,0.531,Neutral
12,4.79,105.06,135.984,0.0165,20.986,89,0.415,Sad
112,4.435,98.363,156.536,0.0091,17.675,79,0.486,Neutral
10,4.639,118.917,110.975,0.0441,27.662,137,0.407,Neutral
27,4.518,80.28,126.685,0.0111,16.027,80,0.451,Happy
12,5.583,50.0,157.476,0.0492,12.666,62,0.479,Angry
48,3.734,75.54,140.675,0.0222,24.056,96,0.48,Calm
21,5.695,101.016,152.647,0.0591,16.704,81,0.57,Neutral
53,8.004,107.14,138.341,0.0434,17.033,120,0.331,Angry
43,3.724,127.312,175.884,0.0286,26.975,107,0.616,Sad
27,6.47,84.954,121.012,0.031,16.946,117,0.26,Happy
32,3.785,113.519,178.98,0.0419,28.703,95,0.598,Sad
26,4.854,81.474,132.575,0.0106,14.295,58,0.334,Happy
12,3.598,100.644,179.528,0.0235,21.204,83,0.562,Sad
47,7.016,97.432,125.277,0.0403,11.82,72,0.196,Neutral
96,5.094,55.133,166.75,0.0207,12.096,69,0.538,Calm
75,6.009,75.837,144.84,0.0066,12.848,74,0.295,Calm
105,5.966,125.683,120.346,0.0401,11.666,65,0.382,Neutral
3,4.919,110.111,158.275,0.0307,15.084,71,0.489,Calm
37,7.431,90.262,141.022,0.0376,3.634,25,0.286,Angry
54,4.429,67.423,169.193,0.0403,14.564,75,0.647,Neutral
17,5.023,91.431,155.291,0.0018,14.603,66,0.428,Happy
41,6.014,70.728,181.986,0.0352,17.259,121,0.471,Neutral
2,3.908,117.359,140.033,0.0387,24.965,95,0.493,Sad
110,6.28,105.748,172.372,0.0645,10.777,62,0.467,Angry
18,5.784,95.909,145.29,0.0012,17.722,120,0.396,Calm
105,5.789,70.822,129.668,0.0178,22.578,119,0.384,Happy
88,3.428,138.932,152.384,0.0326,27.359,82,0.534,Neutral
64,5.441,137.131,134.743,0.0385,14.473,79,0.365,Neutral
74,6.49,98.689,213.682,0.0506,5.149,31,0.581,Angry
87,4.202,110.69,160.138,0.0086,22.082,106,0.552,Neutral
23,8.088,128.171,94.381,0.0209,5.258,43,0.094,Happy
40,5.614,99.573,200.98,0.0262,4.851,27,0.522,Neutral
78,6.271,60.565,176.143,0.0128,7.449,48,0.539,Happy
19,6.569,69.788,130.977,0.0263,14.162,78,0.35,Happy
63,3.666,83.108,200.988,0.0204,14.984,55,0.723,Sad
7,5.715,76.682,177.51,0.0201,8.181,44,0.478,Neutral
56,3.591,83.674,198.977,0.0279,22.844,76,0.662,Sad
117,7.784,99.8,124.444,0.0516,20.374,132,0.183,Angry
66,8.083,105.739,179.219,0.0572,15.535,118,0.299,Angry
95,3.231,126.624,141.409,0.0259,32.828,120,0.539,Sad
41,5.892,108.432,156.911,0.0146,12.841,85,0.344,Happy
44,5.187,50.0,175.472,0.0343,13.854,77,0.529,Angry
114,3.33,109.177,148.791,0.0013,42.916,126,0.591,Sad
65,6.927,92.344,173.189,0.0288,6.824,49,0.403,Happy
47,5.325,79.494,169.487,0.0365,7.239,43,0.491,Neutral
51,4.291,95.994,160.924,0.0179,15.707,60,0.474,Happy
29,5.929,85.418,122.945,0.0161,17.748,96,0.316,Calm
23,6.733,78.458,152.005,0.0349,5.803,37,0.355,Angry
8,3.89,109.554,171.284,0.0419,5.336,21,0.607,Neutral
107,4.333,119.19,185.41,0.0328,10.858,45,0.664,Neutral
84,3.26,113.521,190.987,0.0408,22.323,80,0.71,Sad
40,7.455,117.988,147.432,0.0707,8.135,53,0.236,Angry
94,7.241,96.613,153.337,0.0201,9.324,71,0.359,Angry
66,6.673,65.151,141.018,0.0167,16.027,92,0.367,Happy
5,5.928,129.343,159.682,0.063,24.394,124,0.424,Angry
74,6.114,92.234,112.376,0.0167,3.958,27,0.288,Happy
46,8.85,76.698,85.193,0.0616,5.343,52,0.0,Angry
9,5.977,106.34,140.763,0.0248,4.273,29,0.484,Happy
14,5.957,78.695,158.082,0.003,12.11,64,0.469,Happy
87,3.45,151.01,176.531,0.0229,7.446,24,0.658,Sad
54,5.299,132.76,167.279,0.0366,4.036,23,0.422,Sad
58,4.907,88.251,160.651,0.0083,24.481,119,0.506,Calm
10,4.688,142.088,193.397,0.0209,15.533,68,0.54,Sad
44,5.087,92.559,184.236,0.0193,10.45,61,0.569,Neutral
59,5.562,96.963,172.807,0.0086,15.547,75,0.45,Calm
11,5.123,128.419,81.856,0.0414,5.088,28,0.281,Angry
21,6.798,81.493,80.0,0.0372,3.306,21,0.206,Angry
120,5.763,89.281,145.712,0.0194,18.105,87,0.385,Calm
2,5.291,87.536,184.367,0.018,22.954,128,0.608,Calm
76,5.991,128.046,183.385,0.006,20.257,109,0.488,Happy
29,5.12,103.474,105.827,0.0044,4.767,26,0.314,Happy
14,4.333,125.786,169.612,0.0364,7.538,37,0.5,Neutral
114,4.206,68.748,147.485,0.0167,16.939,62,0.516,Sad
112,4.324,116.858,91.541,0.0245,10.437,48,0.321,Calm
17,5.674,118.2,179.591,0.0346,13.046,71,0.455,Neutral
114,6.705,69.765,184.212,0.0212,13.104,88,0.462,Happy
29,7.376,93.632,148.811,0.0239,2.359,15,0.232,Angry
41,5.398,114.198,180.444,0.0323,4.658,25,0.544,Calm
114,7.447,89.103,100.934,0.0089,13.618,110,0.239,Happy
105,5.987,127.991,155.654,0.018,8.491,51,0.43,Calm
61,7.165,103.761,115.769,0.0066,10.741,76,0.204,Happy
23,5.955,84.456,147.144,0.0383,23.166,128,0.391,Neutral
57,5.261,149.941,176.371,0.0182,18.441,113,0.568,Sad
67,4.498,110.69,150.195,0.0076,17.802,91,0.453,Sad
88,5.676,106.626,181.931,0.0391,11.687,72,0.429,Calm
82,7.328,60.864,141.279,0.0758,12.726,98,0.217,Angry
30,6.368,124.164,80.0,0.0253,21.6,122,0.175,Happy
97,7.537,96.898,130.606,0.062,8.589,66,0.299,Angry
100,4.099,110.186,125.006,0.0189,28.007,115,0.459,Neutral
15,5.645,98.221,80.0,0.0206,15.047,81,0.266,Happy
106,5.662,64.532,164.2,0.009,11.06,69,0.559,Happy
105,6.977,97.597,130.177,0.0314,14.692,100,0.287,Happy
87,5.83,74.43,135.331,0.0208,3.705,19,0.397,Happy
102,5.262,72.844,139.921,0.039,9.021,40,0.397,Neutral
31,7.378,99.9,124.554,0.0497,13.947,116,0.252,Happy
78,6.193,111.13,135.289,0.0284,9.17,48,0.323,Happy
50,4.865,121.055,183.902,0.0056,27.521,123,0.526,Sad
39,4.539,80.021,118.172,0.0132,15.603,72,0.425,Neutral
28,4.646,149.865,156.161,0.0374,18.098,97,0.484,Sad
46,6.792,95.708,172.867,0.0615,12.582,96,0.425,Angry
43,4.654,118.704,220.328,0.0366,21.55,116,0.638,Sad
68,4.62,132.366,182.433,0.0344,12.052,56,0.57,Sad
56,7.162,105.996,132.976,0.0101,14.48,87,0.255,Happy
97,6.579,50.0,139.22,0.0605,20.168,130,0.303,Angry
74,5.177,102.189,105.021,0.0429,21.026,103,0.291,Calm
108,3.581,130.764,160.813,0.0134,27.763,99,0.618,Sad
32,6.322,83.808,108.489,0.0436,15.48,103,0.148,Angry
85,4.348,120.181,132.954,0.0387,16.556,84,0.394,Sad
11,3.929,99.593,160.568,0.0235,23.16,92,0.562,Neutral
106,7.95,98.546,88.936,0.0675,8.429,76,0.109,Angry
19,4.81,97.373,165.479,0.0181,22.68,97,0.57,Neutral
61,5.462,117.424,124.694,0.0057,5.149,31,0.332,Calm
114,4.511,151.537,138.784,0.0171,7.124,37,0.465,Sad
68,5.767,84.514,157.927,0.0229,6.414,39,0.409,Calm
115,5.229,93.682,175.035,0.0294,6.986,42,0.555,Happy
43,7.261,94.401,162.662,0.0376,9.812,66,0.381,Angry
18,7.127,76.349,155.684,0.0273,12.956,98,0.363,Happy
58,5.78,110.999,120.533,0.0417,9.324,61,0.415,Angry
99,7.139,107.528,154.741,0.0399,13.677,93,0.376,Neutral
93,4.326,118.209,167.757,0.0138,24.429,116,0.592,Neutral
100,4.015,137.011,199.39,0.0177,13.075,56,0.664,Sad
33,7.65,122.513,158.134,0.0586,6.26,46,0.289,Angry
5,5.316,85.071,149.284,0.0229,8.174,40,0.424,Calm
16,5.509,97.469,170.982,0.0119,15.934,84,0.459,Calm
53,5.709,113.361,164.862,0.0185,15.578,80,0.401,Calm
8,7.109,104.203,124.604,0.0687,18.179,120,0.171,Angry
23,4.964,118.368,164.833,0.0114,18.158,96,0.449,Calm
96,6.249,136.231,143.623,0.0113,15.272,107,0.412,Calm
22,3.937,143.545,183.118,0.0302,15.961,67,0.672,Sad
26,6.294,67.627,167.824,0.012,14.881,97,0.444,Happy
48,5.713,112.685,138.441,0.0255,4.57,25,0.336,Calm
54,6.401,105.917,109.345,0.0094,15.667,98,0.283,Happy
65,4.638,76.842,153.698,0.0469,10.862,44,0.531,Sad
61,6.479,100.873,124.368,0.0194,5.453,33,0.327,Happy
96,5.602,103.817,172.798,0.0431,11.207,54,0.545,Happy
5,3.831,91.225,124.574,0.0092,23.873,80,0.411,Neutral
101,4.64,85.777,139.215,0.0027,14.641,60,0.47,Happy
23,5.49,91.877,149.395,0.0207,8.443,51,0.387,Calm
29,4.661,93.878,122.841,0.0231,20.609,98,0.431,Neutral
86,6.756,66.038,169.944,0.0047,4.863,36,0.351,Happy
96,4.749,100.772,203.771,0.0276,9.095,50,0.623,Sad
39,5.846,94.388,123.305,0.0219,10.1,64,0.33,Happy
64,7.044,108.986,157.232,0.0785,10.837,73,0.343,Angry
72,4.902,93.775,178.293,0.0262,23.564,125,0.547,Calm
26,7.228,90.139,101.278,0.047,15.251,123,0.174,Angry
84,6.154,115.636,112.269,0.0214,4.009,23,0.277,Calm
106,7.771,83.908,124.026,0.034,13.054,87,0.186,Happy
117,4.57,55.831,153.602,0.0285,19.309,94,0.498,Sad
86,5.738,73.796,98.993,0.064,15.67,86,0.304,Angry
100,4.564,159.953,206.092,0.0252,12.363,60,0.764,Sad
62,4.018,120.828,210.625,0.0348,36.488,128,0.668,Sad
69,5.808,78.937,122.977,0.0682,6.604,44,0.299,Angry
22,3.457,119.4,171.49,0.0094,4.563,15,0.586,Sad
43,3.858,140.698,156.21,0.0315,21.358,73,0.619,Sad
64,5.073,119.021,147.336,0.0134,14.346,75,0.331,Calm
37,6.139,94.454,204.592,0.0467,7.948,56,0.556,Sad
45,6.073,97.583,124.738,0.0006,16.032,102,0.343,Happy
88,6.534,68.703,137.108,0.0222,16.935,95,0.349,Calm
106,6.541,100.665,136.459,0.0018,16.381,115,0.352,Happy
97,4.674,113.955,203.072,0.0357,17.556,76,0.647,Sad
49,6.884,104.244,155.34,0.0184,5.203,36,0.292,Happy
99,6.54,116.82,178.073,0.0231,9.859,61,0.476,Angry
113,4.37,104.232,173.034,0.0407,13.502,69,0.514,Neutral
108,5.25,101.023,158.393,0.0265,28.629,132,0.422,Calm
79,3.873,127.482,173.239,0.0502,26.907,110,0.577,Neutral
96,4.296,118.432,152.517,0.0281,11.754,48,0.422,Neutral
29,5.394,84.417,123.236,0.0225,11.67,63,0.348,Neutral
56,3.908,143.361,130.348,0.0196,32.324,121,0.458,Sad
40,5.822,95.782,122.02,0.0172,3.891,23,0.325,Happy
105,5.134,89.894,159.426,0.0276,5.537,29,0.417,Calm
42,4.721,88.989,169.365,0.003,26.364,120,0.494,Calm
66,4.85,129.657,216.958,0.0448,13.491,73,0.531,Sad
116,6.555,90.905,135.213,0.0008,9.006,58,0.372,Happy
20,3.805,114.267,163.016,0.0165,13.906,59,0.597,Sad
85,5.32,111.383,190.474,0.0216,3.201,19,0.539,Neutral
92,6.685,84.494,98.363,0.0771,9.532,67,0.287,Angry
105,4.332,83.024,167.087,0.0442,16.67,64,0.591,Neutral
110,6.02,91.977,118.958,0.053,7.44,41,0.278,Angry
18,4.852,101.851,177.905,0.0209,18.988,91,0.575,Neutral
104,5.718,120.443,116.663,0.0324,21.025,103,0.353,Neutral
19,4.739,139.49,185.772,0.0013,12.421,56,0.508,Sad
110,5.467,85.918,160.087,0.0224,15.176,76,0.543,Neutral
99,3.364,121.786,180.448,0.0293,14.243,53,0.655,Sad
48,5.401,59.557,201.648,0.0342,24.694,111,0.581,Neutral
47,5.275,63.09,153.408,0.0362,19.77,114,0.406,Happy
88,8.254,151.663,152.946,0.0575,16.847,117,0.313,Angry
72,5.023,84.838,172.765,0.0329,9.779,48,0.56,Happy
41,4.965,110.81,132.892,0.025,6.844,29,0.374,Happy
72,4.806,137.461,227.897,0.0144,12.24,50,0.661,Sad
33,6.834,86.065,136.561,0.0734,9.151,71,0.282,Angry
112,5.502,106.539,136.76,0.0223,9.347,54,0.376,Neutral
117,6.379,99.848,166.153,0.0084,18.91,120,0.403,Neutral
8,4.806,89.909,192.451,0.0202,13.836,75,0.577,Sad
86,6.153,84.656,151.927,0.0294,7.189,39,0.392,Calm
90,5.536,136.73,153.738,0.0285,18.991,121,0.307,Sad
101,5.968,74.792,135.037,0.0118,14.073,77,0.468,Happy
114,3.207,111.427,200.948,0.0142,31.854,96,0.794,Sad
83,5.403,110.996,153.909,0.0182,18.815,94,0.399,Neutral
39,5.09,113.626,140.148,0.0313,14.492,80,0.527,Sad
69,6.921,60.073,127.141,0.0517,3.114,21,0.306,Angry
1,5.261,86.697,131.737,0.0253,16.561,88,0.377,Sad
114,4.72,148.565,167.651,0.0339,11.569,46,0.53,Neutral
95,4.108,107.208,199.403,0.0173,34.615,119,0.637,Neutral
117,7.142,104.03,111.907,0.042,15.5,103,0.22,Angry
6,5.185,126.917,163.187,0.0235,18.135,83,0.567,Calm
23,6.069,98.499,147.78,0.0437,8.628,49,0.429,Angry
25,5.833,142.243,152.129,0.0188,16.115,86,0.399,Neutral
71,3.175,110.988,178.018,0.0223,12.312,41,0.691,Sad
69,7.812,54.391,147.121,0.0575,9.663,77,0.276,Angry
50,7.007,88.182,132.817,0.0189,11.796,71,0.228,Calm
111,7.336,86.72,154.472,0.0064,10.34,66,0.304,Happy
79,5.957,75.189,136.132,0.0262,18.084,115,0.376,Happy
85,5.128,72.556,132.664,0.0335,10.341,59,0.364,Neutral
73,8.069,106.39,124.282,0.0092,6.954,55,0.186,Happy
117,6.026,98.076,205.096,0.0083,4.351,23,0.544,Happy
110,6.83,104.153,162.911,0.0106,11.487,76,0.4,Calm
58,3.967,120.483,133.905,0.0015,23.739,96,0.428,Calm
85,5.065,99.066,130.627,0.0303,4.146,24,0.395,Calm
65,8.03,115.498,121.997,0.0576,13.451,115,0.187,Angry
33,5.973,72.976,141.175,0.026,18.574,121,0.323,Happy
27,4.164,111.904,183.566,0.0438,6.598,28,0.613,Sad
30,6.047,82.8,142.054,0.0428,14.44,102,0.377,Happy
40,6.217,73.848,128.39,0.0158,14.504,75,0.319,Happy
5,5.211,84.976,149.687,0.0243,17.803,81,0.47,Neutral
93,5.711,107.033,139.856,0.0042,12.563,61,0.384,Calm
2,8.438,87.415,125.302,0.046,5.094,41,0.188,Angry
71,7.738,88.581,102.572,0.026,18.78,126,0.194,Angry
116,4.368,107.976,161.348,0.0149,9.982,42,0.614,Neutral
3,4.908,87.187,156.182,0.0225,14.719,68,0.465,Neutral
13,4.688,108.159,152.934,0.0398,10.172,50,0.448,Neutral
76,4.714,104.458,181.871,0.0126,8.438,36,0.498,Calm
6,3.425,122.919,133.257,0.0269,14.567,54,0.565,Sad
5,5.018,106.21,188.428,0.0565,14.328,72,0.495,Sad
60,3.674,109.326,163.837,0.0041,9.486,29,0.61,Sad
60,5.258,125.204,182.346,0.0163,10.414,46,0.485,Calm
80,4.337,95.834,170.286,0.015,13.68,54,0.588,Neutral
71,5.292,105.406,80.0,0.034,20.187,112,0.193,Neutral
75,4.277,86.519,172.897,0.0269,4.841,21,0.591,Neutral
42,7.218,118.639,166.209,0.0671,6.659,52,0.413,Angry
93,5.373,110.519,162.039,0.011,7.407,33,0.451,Sad
51,5.148,99.455,178.265,0.012,9.181,53,0.503,Calm
85,5.08,135.692,164.891,0.0157,22.788,106,0.532,Sad
10,5.339,120.352,137.624,0.0122,15.245,77,0.42,Happy
30,3.07,142.922,203.041,0.0492,37.529,99,0.743,Sad
94,3.457,81.202,181.042,0.0421,9.644,30,0.64,Sad
84,5.744,96.761,157.904,0.0051,13.888,75,0.44,Calm
77,3.925,111.064,158.204,0.0212,18.56,69,0.601,Neutral
74,4.542,111.149,151.196,0.0066,20.441,103,0.55,Calm
92,5.597,95.956,115.802,0.0853,8.699,44,0.26,Angry
95,4.138,74.097,117.972,0.0195,22.817,94,0.434,Calm
6,8.205,95.93,170.123,0.0622,5.837,45,0.284,Angry
83,4.457,96.058,135.336,0.0214,22.959,109,0.46,Neutral
18,4.904,85.57,175.281,0.0164,13.201,55,0.59,Calm
20,5.612,81.967,158.587,0.0774,21.421,103,0.44,Angry
102,4.514,126.959,239.333,0.0299,12.402,52,0.781,Sad
6,6.199,125.86,134.841,0.0118,18.779,99,0.335,Calm
46,5.688,87.465,126.915,0.0219,17.816,104,0.389,Happy
27,5.615,104.336,141.697,0.0245,12.916,79,0.375,Calm
48,6.646,76.044,122.412,0.0536,17.114,104,0.221,Angry
50,4.977,108.877,141.738,0.0393,21.403,122,0.435,Happy
107,4.758,98.756,109.644,0.0091,14.574,66,0.352,Calm
28,4.894,145.236,160.816,0.0484,13.68,60,0.49,Sad
24,6.031,70.479,80.0,0.0628,6.684,40,0.201,Angry
47,7.748,110.245,97.364,0.0098,11.866,96,0.165,Happy
104,3.989,83.37,153.831,0.018,17.352,76,0.504,Neutral
76,6.294,99.361,174.996,0.035,8.807,57,0.415,Neutral
65,6.298,115.888,172.583,0.0174,15.027,83,0.474,Happy
34,4.312,76.388,199.405,0.0371,19.091,75,0.624,Neutral
73,5.725,100.04,107.457,0.0097,17.917,90,0.28,Happy
10,5.427,83.79,130.353,0.0108,11.026,56,0.288,Happy
6,5.058,138.776,108.109,0.0315,26.334,117,0.322,Sad
24,7.515,104.065,100.652,0.0585,3.129,21,0.179,Angry
34,5.542,113.75,96.24,0.0296,4.746,27,0.272,Happy
63,4.387,90.618,122.589,0.0367,10.343,40,0.492,Neutral
22,6.773,92.351,133.105,0.0294,6.062,38,0.314,Happy
113,6.312,100.565,105.657,0.0727,9.437,52,0.276,Angry
104,4.869,77.652,147.616,0.0204,20.565,106,0.44,Neutral
110,5.374,102.55,143.044,0.0399,9.962,50,0.441,Calm
114,2.463,130.547,173.004,0.0075,32.919,89,0.687,Sad
108,5.001,92.423,135.411,0.0388,11.799,66,0.401,Angry
68,7.92,107.304,113.976,0.0633,6.623,58,0.122,Angry
66,4.847,85.292,163.534,0.0502,8.332,44,0.497,Neutral
113,4.326,91.782,143.441,0.0249,15.923,71,0.475,Calm
10,6.038,100.826,152.627,0.0473,24.969,126,0.312,Angry
17,5.39,109.049,142.098,0.023,6.308,38,0.467,Calm
120,5.606,112.084,166.487,0.0276,18.212,107,0.439,Calm
114,4.647,71.435,176.583,0.0537,18.013,94,0.575,Neutral
36,6.502,125.912,141.88,0.0159,20.329,116,0.356,Happy
61,4.437,125.72,151.983,0.0165,6.354,32,0.493,Neutral
72,5.148,82.305,131.151,0.0366,14.65,86,0.34,Happy
47,4.405,129.178,183.996,0.0434,16.166,67,0.574,Sad
54,4.516,112.892,156.411,0.0463,15.561,73,0.526,Sad
101,7.654,101.164,141.748,0.0427,6.633,48,0.241,Angry
110,3.519,126.572,185.818,0.0394,11.604,36,0.635,Neutral
91,5.615,110.4,99.949,0.0083,10.885,51,0.282,Happy
17,6.173,118.409,143.323,0.0131,15.271,85,0.368,Happy
85,6.234,80.454,163.654,0.0091,17.768,108,0.469,Happy
4,2.717,135.565,176.249,0.0276,15.444,37,0.693,Sad
32,3.962,162.426,205.073,0.0356,9.086,31,0.643,Sad
105,6.797,122.899,90.168,0.0573,18.323,108,0.097,Angry
23,5.556,120.168,181.008,0.0496,24.426,114,0.481,Neutral
34,4.509,96.316,184.055,0.0064,26.99,124,0.578,Calm
89,7.407,78.614,149.506,0.0096,8.655,62,0.268,Happy
110,3.246,160.833,187.668,0.0289,14.209,50,0.691,Sad
76,7.312,104.587,156.044,0.0754,10.144,71,0.244,Angry
4,6.251,94.268,130.418,0.0655,3.001,16,0.324,Angry
40,6.359,113.249,145.313,0.0163,7.489,41,0.363,Happy
77,3.749,112.782,197.929,0.0229,5.664,23,0.692,Sad
89,4.445,85.722,139.581,0.0375,12.803,56,0.376,Neutral
105,6.948,100.767,122.783,0.0277,7.65,45,0.254,Happy
100,4.589,109.656,188.628,0.0099,8.726,38,0.635,Neutral
71,4.198,82.083,155.581,0.0136,23.35,107,0.633,Calm
89,5.34,75.076,198.733,0.0359,22.064,130,0.585,Happy
97,5.412,113.448,181.458,0.0239,13.789,79,0.529,Calm
120,4.217,78.976,151.533,0.0232,17.124,83,0.53,Calm
68,5.408,69.664,159.894,0.0143,5.94,30,0.464,Happy
32,5.669,110.491,152.168,0.0242,15.926,84,0.391,Happy
11,5.285,79.915,144.004,0.0116,22.762,110,0.411,Calm
32,8.816,101.66,116.852,0.0924,12.438,110,0.14,Angry
42,4.448,110.144,129.282,0.0316,22.143,97,0.481,Neutral
37,6.525,130.703,116.436,0.0211,17.103,102,0.209,Neutral
19,4.414,134.152,210.68,0.0443,22.727,115,0.713,Neutral
52,4.677,104.149,225.259,0.0197,21.133,90,0.662,Sad
35,5.138,88.792,203.598,0.0381,28.968,128,0.607,Sad
26,7.629,62.651,203.466,0.0534,12.317,94,0.415,Angry
45,4.628,103.535,160.169,0.0196,5.768,26,0.535,Calm
114,4.864,99.139,185.109,0.0305,10.626,54,0.619,Neutral
84,7.365,97.554,119.226,0.0654,2.973,24,0.268,Angry
109,5.145,131.807,138.547,0.0156,4.953,28,0.316,Calm
104,6.407,94.179,108.154,0.0301,9.11,60,0.267,Calm
9,3.38,131.816,135.695,0.0404,23.81,92,0.636,Sad
110,5.763,125.177,178.841,0.0216,12.174,76,0.49,Neutral
18,7.086,62.56,148.976,0.0425,10.327,77,0.326,Angry
80,5.944,96.747,142.274,0.0304,23.628,117,0.445,Calm
85,3.662,125.683,196.446,0.0342,22.101,88,0.743,Sad
92,4.246,125.211,162.54,0.064,34.552,128,0.555,Sad
38,1.5,116.149,193.398,0.0478,35.888,57,0.793,Sad
50,4.43,104.771,136.719,0.0168,28.712,124,0.475,Calm
27,5.707,104.84,99.06,0.0214,15.554,75,0.262,Calm
80,7.252,102.254,149.768,0.0361,6.163,41,0.314,Angry
49,7.288,61.998,102.177,0.0279,7.138,49,0.207,Angry
110,5.211,107.838,168.966,0.0382,13.116,58,0.414,Neutral
120,4.425,98.223,178.441,0.0186,4.678,19,0.569,Neutral
4,6.178,129.262,169.932,0.0189,7.773,53,0.495,Happy
52,5.713,115.167,127.261,0.024,13.31,68,0.338,Calm
61,7.118,101.734,139.158,0.0267,9.479,77,0.361,Happy
88,4.162,77.367,188.426,0.02,4.526,19,0.641,Neutral
18,4.926,90.058,186.418,0.0311,11.589,61,0.603,Neutral
117,8.04,65.953,155.09,0.0583,13.35,111,0.304,Angry
23,5.194,92.441,167.159,0.0334,17.541,76,0.449,Neutral
113,3.49,145.722,215.279,0.0382,21.244,63,0.757,Sad
2,4.086,131.736,151.717,0.0059,33.254,118,0.553,Neutral
55,4.024,133.748,194.341,0.041,31.736,107,0.576,Sad
12,6.448,139.186,151.98,0.0602,5.649,32,0.431,Angry
31,7.154,50.0,119.973,0.0081,17.375,110,0.198,Happy
89,6.437,70.411,160.392,0.0226,11.572,84,0.426,Calm
69,6.292,128.122,94.761,0.0285,17.041,105,0.244,Happy
83,5.587,85.843,119.437,0.021,11.983,73,0.27,Calm
46,3.577,105.981,215.021,0.0112,23.954,92,0.809,Sad
7,4.468,125.1,230.962,0.0269,21.326,79,0.728,Sad
34,3.843,137.931,197.145,0.0264,22.842,75,0.701,Sad
101,5.699,91.202,177.688,0.0267,10.349,65,0.434,Calm
58,6.404,100.83,125.355,0.0224,10.385,65,0.226,Happy
93,5.188,133.007,151.412,0.0092,11.522,64,0.5,Sad
117,5.48,109.618,137.98,0.0231,18.25,84,0.429,Neutral
64,6.408,119.812,108.466,0.0378,4.372,28,0.194,Angry
25,5.225,89.203,110.918,0.024,13.573,65,0.363,Neutral
22,7.274,95.381,145.124,0.0241,11.713,83,0.33,Happy
119,5.6,111.843,156.069,0.0309,2.902,18,0.53,Neutral
44,5.167,102.138,175.807,0.0715,21.436,95,0.436,Angry
85,3.769,90.621,164.728,0.0201,29.583,114,0.612,Neutral
28,4.067,91.616,238.403,0.056,8.6,32,0.756,Sad
85,4.205,96.762,146.269,0.0355,11.482,50,0.48,Sad
23,5.145,108.881,153.798,0.0102,24.605,122,0.488,Calm
112,6.808,81.807,173.663,0.0332,20.799,123,0.461,Happy
104,4.412,68.191,154.783,0.0044,6.244,23,0.58,Happy
54,5.75,90.972,104.491,0.0466,10.664,54,0.243,Angry
58,3.824,114.516,186.599,0.0182,18.493,71,0.671,Calm
69,3.842,112.831,150.88,0.0113,34.393,113,0.64,Calm
84,4.857,93.928,161.065,0.0199,14.09,59,0.496,Calm
30,3.075,149.124,188.252,0.0305,15.413,55,0.737,Sad
100,5.494,120.031,140.137,0.0584,3.965,19,0.417,Neutral
44,4.457,130.655,139.513,0.0338,18.919,87,0.413,Neutral
5,4.216,120.33,177.754,0.0302,14.625,66,0.633,Sad
59,5.187,122.655,139.43,0.0256,23.056,116,0.401,Calm
25,6.571,62.416,150.411,0.0445,17.395,129,0.347,Angry
107,2.473,111.062,145.366,0.0244,43.998,104,0.597,Sad
26,5.254,124.342,123.566,0.0225,21.23,121,0.397,Sad
96,5.255,82.083,166.302,0.0034,4.485,26,0.427,Calm
59,7.369,97.172,115.983,0.074,14.476,105,0.246,Angry
84,4.478,87.614,127.747,0.0262,23.241,100,0.465,Calm
98,5.294,122.18,158.976,0.0137,20.303,105,0.551,Neutral
80,5.226,90.221,123.665,0.0071,8.225,43,0.314,Happy
73,4.304,93.937,161.784,0.0211,19.924,95,0.518,Calm
